COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,QUANTITY,UNIT_OF_MEASURE,UNIT_OF_MEAS_DESC,UNIT_PRICE,ITM_TOT_AM,MASTER_AGREEMENT,CONTRACT_NAME,PURCHASE_ORDER,AWARD_DATE,VENDOR_CODE,LGL_NM,AD_LN_1,AD_LN_2,CITY,ST,ZIP,CTRY
20560,"Monitors, Color and Monochrome, Environmentally Certified",1136685-  warranty,4.0,EA,Each,59.0,236.0,MA5600NC120000009,1136685-Rebeca Alvidrez-Desktop/Monitor,DO560011110802651,11/08/2011,DEL1512250,DELL MARKETING LP,SLG-R2E-07,,ROUND ROCK,TX,78682-0001,US
2876662,"RELAYS, ELECTRONIC","Relay, High-Impedance Differential Protection, Standard with 5 Outputs, 2 Inputs, Conventional Terminal Blocks, Horizontal Panel Mount, EIA-232 Front and Rear Port",1.0,EA,Each,4192.0,4192.0,MA1100GA110000101,Relay construction stock.,DOM1100MAX46525,02/03/2015,TEX4799500,TEXAS ELECTRIC COOPERATIVES,1122 Colorado ST 24th Floor,,Austin,TX,78701,US
17500,CHEMICAL LABORATORY EQUIPMENT AND SUPPLIES,"Rhodizonic acid, disodium salt, 25g  Catalog No.AC132340250  Qty: 2 @112.80 = 225.60",0.0,,,0.0,225.6,,Items for Gunshot Residue Distance Determination Test,PO870017110800433,11/08/2017,FIS7117600,FISHER SCIENTIFIC CO L L C,2000 PARK LANE,,PITTSBURGH,PA,15275-,US
34028110004,BRACKET FIRE EXTINGUISHER VEHICLE MOUNT HEAVY DUTY 5 LBS,"Bracket, Fire Extinguisher Vehicle Mount Heavy Duty 5 lb.  Beco 5DC    auto17448-20-8722",5.0,EA,Each,29.0,145.0,MA7400NA080000187,st elmo,DO110009122107223,12/21/2009,AAA0002500,AAA FIRE & SAFETY EQUIPMENT CO INC,6700 GUADALUPE ST,,AUSTIN,TX,78752-3516,US
67017,"Irrigation Systems, Supplies, Parts, and Accessori",WEATHERMATIC NOZZLE SCREENS,75.0,EA,Each,0.65,48.75,MA8100NA100000120,Irrigation Parts,DO810011052417359,05/26/2011,VS0000011025,"Metro Irrigation Supply Co., Ltd",6719 Shirley Avenue,,Austin,TX,78752,US
28506,"Ballasts, All Kinds",,0.0,,,0.0,203.88,,electrical ballasts,PO850011110800943,11/08/2011,AME0202250,FACILITY SOLUTIONS GROUP INC,610 W POWELL LN,,AUSTIN,TX,78753-5935,US
34060126020,HYD PART MUE IMP 5-1/4 WRENCH OPERATING,RC LN_____ QTY DEL_____ P/F_____ B/O____ DEL DATE__________,3.0,EA,Each,23.0,69.0,,material needed at wbsc,PO220013121201270,12/12/2013,ACE7163805,HAVERDA ENTERPRISES INC,5005 E BEN WHITE BLVD,,AUSTIN,TX,78741-7301,US
32020,"Bolts, Steel","EYEBOLT, FORGED, ROLLED THREADS, HOT DIP GALVANIZED, 5/8"" DIAMETER,  FURNISHED WITH ONE SQUARE NUT ASSEMBLED. MINIMUM TENSILE STRENGTH SHALL BE  12400 LBS OR GREATER ON QPL EL115",75.0,EA,Each,3.0,225.0,MA1100GA080000084,Critical materials Supply Arrangement,DOM1100MAX38507,03/27/2014,PRI3766500,PRIESTER-MELL & NICHOLSON INC,601 E 56TH ST,,AUSTIN,TX,78751-1404,US
0253055,"PARTS AND ACCESSORIES, AIR COMPRESSOR (MISC.)",,2.0,BOX,Box,42.0,84.0,,Valve & Gauge,PO220012110200728,02/13/2013,IND2495500,INDUSTRIAL AIR SERVICES INC,6606 HIGHWAY 183 S,,AUSTIN,TX,78744-7816,US
0377800,"Souvenirs: Promotional, Advertising, etc.",MATERIAL: PAPER  SIZE: 10.5' H x 8'' W  TEXT IN BLUE INK AS FOLLOWS:  AUSTIN POLICE DEPARTMENT,300.0,EA,Each,0.79,237.0,,PROMOTIONAL ITEMS FOR REGION 3 COMMUNITY OUTREACH EVENTS,PO870014062304204,06/23/2014,AUS0504250,DEBORA WITT JONES,"10816 Crown Colony Dr., Suite 208",,AUSTIN,TX,78747,US
06072,Replacement Parts for General Motors,1 each Heater Hose # 22884219 $26.57  1 each Heater Hose #25806518 $35.16  Heater Hoses for Chevy Truck #454/08B649,0.0,,,0.0,61.73,MA7800GA160000033,Heater Hoses for Chevy Truck #454/08B649,DO810018082815044,08/28/2018,COV7162610,COVERT CHEVROLET - BUICK - GMC,INC,PO BOX J,BASTROP,TX,78602-1977,US
28754,"Power Supplies, Computer Room",17401- EDP- Command Center at AWU/GBSC,1.0,EA,Each,49039.8,49039.8,MA5600NC130000004,17401-Darrell Richmond-Command ctr at AWU-GBSC,DO560013062416314,06/24/2013,TEC7170130,TECHCENTER DESIGN INC,P.O. Box 91705,,AUSTIN,TX,78709,US
72582,"Two-Way Radio Supplies, Parts, and Accessories",RMN4088B COMMANDER MIC,10.0,EA,Each,148.35,1483.5,MA6400GA070000040,MOTOROLA $2584.10  SEE ATTACHED,DO640011062919853,06/29/2011,MOT3322000,MOTOROLA SOLUTIONS INC,6500 RIVER PLACE BLVD BLDG #7,MD-RP-1A,AUSTIN,TX,78730,US
2851912,"CONDUIT, POLYVINYL CHLORIDE, SCH. 40, RIGID, IN 20","CONDUIT, PVC, 5 IN, TYPE EB-35, 20 FT SECTION WITH ONE BELL END, COLOR  GRAY, MUST MEET NEMA SPECIFICATION TC-6 AND 8. ON QPL EL-471.",6840.0,FT,Foot,1.03,7045.2,MA1100GA140000056,Generated by reorder 4/24/17 2:05 PM.,DOM1100MAX66169,04/25/2017,STU8321064,STUART C IRBY COMPANY,6517 Burleson Road,5221 Industrial Way Dr,Austin,TX,78744,US
75052,Flexible Base,,0.0,,,0.0,1255.5,MA2200GA080000015,flexible base,DO220009101401221,10/14/2009,JAE8317944,JAE CONSTRUCTION INC,"8700 Manchaca Rd, Ste-406",,AUSTIN,TX,78748,US
48500,"JANITORIAL SUPPLIES, GENERAL LINE","Natural 8"" Brown Roll Paper Towels Georgia Pacific North Brand#GP26401 ORD-25208",20.0,EA,Each,21.44,428.8,MA7400GA120000103,Janitorial Supplies,DO820018092716471,09/27/2018,GUL2165000,GULF COAST PAPER CO INC,519 Tradesmen Park,,Hutto,TX,78634,US
89064,Sewer Inspection Equipment,SO-623923,0.0,,,0.0,205.48,MA2200GA130000061,SO-631245,DO220017082215180,08/22/2017,CUE1388500,ELXSI INC,3600 RIO VISTA AVE,,ORLANDO,FL,32805-6605,US
06004100101,CABLES BOOSTER 4 GAUGE 25 FT LENGTH,RC LN___ QTY DEL___ P/F___ B/O____ DEL DATE________,4.0,EA,Each,76.72,306.88,MA7400GC110000003,material needed at awgbsc,DO220012021708529,02/17/2012,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
42500,FURNITURE: OFFICE,"Purchase Request Number: 2019-10379    Description:  1 Workstation for building and grounds staff in room#7 total amount $3701.55    Vendor:  Furniture Marketing Group, Inc    Contact: Bianca Galvan Phone Number: (512)974-1696.",0.0,,,0.0,3701.55,MA7400NC180000031,Desk and cabinet workstations for building and grounds staff,DO860018121204221,12/12/2018,FUR7116270,FURNITURE MARKETING GROUP INC,3300 N IH 35 Suite 145,,AUSTIN,TX,78705,US
2201655,"PARTS AND ACCESSORIES, FLOWMETER SYSTEM",,1.0,EA,Each,104.1,104.1,MA2200GA140000076,HACH ORDER - -REQUEST # 14227- REAGENT / MAINTENANCE KIT,DO220014110302531,11/03/2014,HAC2179000,HACH CO,AMERICAN SIGMA,PO BOX 389,LOVELAND,CO,80539-0608,US
08055,"Nameplates, Plastic",,0.0,,,0.0,3.0,MA7400GA080000204,Name Plate for: Juanita Torres,DO600013022609535,02/26/2013,ROD8318471,RODZINA INDUSTRIES INC,3518 FENTON RD,,FLINT,MI,48507-1567,US
36022,"Installation Supplies: Adhesive Edge Strip, Seam T","Bullet connectors,16-14gauge Nylon Male/100 pack  Mfr: 3M Products Mfr P/N: 051138-98146",5.0,PK,Pack,8.21,41.05,MA6400GA110000013,"TESSCO $1,971.12 SEE ATTACHED",DO640014072917778,07/29/2014,TES8311882,TESSCO INC,11126 MCCORMICK RD,,HUNT VALLEY,MD,21031-1404,US
34556100002,HAT SAFETY FULL BRIM,RC LN___ QTY DEL___ P/F____ B/O___ DEL DATE________,20.0,EA,Each,9.45,189.0,MA7400GC110000003,material needed at awgbsc,DO220012011706327,01/17/2012,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
6708202,"VALVES, AIR AND VACUUM, STEEL","1-45mm SRC Cutter Body Complete (4-8"")  EM-C-45-01",1.0,EA,Each,3314.19,3314.19,,EZ Valves for VHSD Pipeline Ops,CT2200AW151023004,10/23/2015,VS0000017567,MCCAIN WATERWORKS MARKETING LLC,18975 MARBACH LN STE 1202,,SAN ANTONIO,TX,78266,US
7600417,"TRACTOR, LOADER, BACKHOE, MEDI",Water 9550  Buyboard:  512-116,1.0,EA,Each,141690.0,141690.0,MA7800GC170000008,"FY 2017 - Austin Truck & Equipment, Inc., LTD - Freightliner",DO780017050510709,05/05/2017,AUS0513250,AUSTIN TRUCK & EQUIPMENT INC LTD,1701 SMITH RD,,AUSTIN,TX,78721-3544,US
5508162,"POWER SUPPLY, TRAFFIC CONTROLLER, SWITCHING",,15.0,EA,Each,169.0,2535.0,,EDI-206L High Efficiency Power Supply for 332 Cabinet,PO240015033102539,03/31/2015,MCC7128360,MCCAIN INC,1320 HWY 3 S,,LEAGUE CITY,TX,77573,US
5407031,"POLES, CREOSOTE TREATED","POLES, WOOD, SOUTHERN YELLOW PINE, CREOSOTED, 45 FT, CLASS II.  ON QUALIFIED PRODUCTS LIST EL-327.",9.0,EA,Each,448.99,4040.91,MAM7400C060240,Generated by reorder 4/18/11 9:11 AM.,DOM1100MAX13344,04/18/2011,LUF2965250,LUFKIN CREOSOTING CO INC,PO BOX 1207,,LUFKIN,TX,75902-1207,US
0801500,"Badges and Emblems, Metal: Cap, Game Wardens', Off",,2.0,EA,Each,68.95,137.9,,BADGES/HOLDERS,PO680010061007240,08/04/2010,GTD2150750,GT DISTRIBUTORS INC,PO BOX 16080,,AUSTIN,TX,78761-6080,US
2809026,"WIRE, WEATHERPROOF, TYPE ACSR","WIRE, DUPLEX, #4 ACSR NEUTRAL, #4 AL CONDUCTOR, CROSSLINKED POLYETHYLENE  (XLP) INSULATION, TERRIER.  CABLE TO BE FURNISHED IN 500 FT COILS.  ON  QUALIFIED PRODUCTS LIST EL-1503  REMOVE PART FROM KRAMER PER FY2005 IDLE STOCK REVIEW DKOKAS",3000.0,FT,Foot,0.45,1350.0,MA1100GA080000080,Critical materials Supply Arrangement,DOM1100MAX19368,12/27/2011,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
28586,"Transformers, Power Distribution (Incl. Fluid Fill","TRANSFORMER, DISTRIBUTION, SINGLE PHASE, PAD MOUNT, 25 KVA, 120/240 VOLT,  WITH BAYONET FUSING, PER SPEC E-1581 DATED 6/01/2009.  0-19520 REPLACES 0-7028",1.0,EA,Each,2160.0,2160.0,MA1100GA080000080,Critical materials Supply Arrangement,DOM1100MAX22068,04/17/2012,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
80072,"Shoes, Safety Toe",,0.0,,,0.0,110.0,MA1500GA110000083,safety footwear for J. Martinez,DO160014121605126,12/16/2014,SAF8312582,SAFETY SHOE DISTRIBUTORS L L P,7425 BURNET RD,,AUSTIN,TX,78757-2244,US
2205461,"PAPER, PLOTTER, PRESENTATION GRADE, WHITE BOND","PLOTTER PAPER SUPPLY ROLLS XEROX 36"" X 300', 24# 100 BRIGHT PRODUCT #3R6494",2.0,RL,Roll,40.8,81.6,MA8100GA100000062,Cadd Supplies,DO810011082523753,08/25/2011,CAD8305551,CAD SUPPLIES SPECIALTY INC,13734 N IH-35,,AUSTIN,TX,78728-7737,US
28576,"Street Lighting Luminaires, Accessories and Parts",Remote Intelligent Streelight Monitoring System,0.0,,,0.0,31581.0,MA1100GA1100000073,ROAM Phase 2 Invoice 2,DOM1100MAX16806,09/06/2011,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
48516100001,CLEANER GENERAL PURPOSE LIQUID 32 OZ PLASTIC BTL,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,3.0,CASE,Case,43.01,129.03,MA7400GA120000103,Materials needed at Glen Bell warehouse,DO220015070216487,07/02/2015,GUL2165000,GULF COAST PAPER CO INC,519 Tradesmen Park,,Hutto,TX,78634,US
20453,"Microcomputers, Desktop or Towerbased",999491  Optiplex 960 Standard with monitor - Adrian Garcia,1.0,EA,Each,992.18,992.18,MA5600GC100000001,999491  Optiplex 960 Standard with monitor - Adrian Garcia,DO560010041917523,04/19/2010,DEL1512250,DELL MARKETING LP,SLG-R2E-07,,ROUND ROCK,TX,78682-0001,US
6593643,"CROSS, PVC (SDR35)","6"" elbow 90 degree slip to slip PVC SCH 80 spear part # 806-060",36.0,EA,Each,22.35,804.6,,PVC pipe and Gaskets for Hornsby-J Helgren,CT2200AW100427073,04/27/2010,MUN8318117,MUNICIPAL WATER WORKS SUPPLY LP,6959 STATE HIGHWAY 276,,ROYSE CITY,TX,75189-5948,US
45037,"Hardware Accessories: Mounts, Patches, Plates, Sea",,1.0,EA,Each,512.71,512.71,MA6400GA110000055,Full Size Partitions,DO780012120404459,12/04/2012,VS0000025138,Lone Star Products & Equipment llc,2048 FM 1960 Rd. West,,Houston,TX,77090,US
7452114,"ASPHALTIC CONCRETE, HOT MIX, IN ACCORDANCE WITH IT",,592.11,TON,Ton,54.37996,32198.92,MA6200GA080000118,Apac/hotmix,DO620010092332111,09/23/2010,VC0000102792,APAC-TEXAS INC,PO BOX 1118,6904 HWY 190 W,BELTON,TX,76513,US
34556330003,HAT SAFETY CAP STYLE W/HEAD GEAR & EAR MUFFS,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____,5.0,EA,Each,50.16,250.8,MA7400GC150000004,Grainger material for Webberville,DO220017121904465,12/19/2017,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
2801629,"WIRE, BARE ALUMINUM","WIRE, 795 MCM (37 STRAND) ALL ALUMINUM, HARD DRAWN BARE, CLASS AA, IN ACCORDANCE WITH ASTM SPEC. B-231, FOR CONCENTRIC LAY STRANDED ALUMINUM CONDUCTORS, CODE NAME ARBUTUS.  ON QUALIFIED PRODUCTS LIST EL-10. WIRE SHALL BE FURNISHED ON RETURNABLE LG STEEL REELS. MAX FLANGE MEASUREMENT 84"" AND MAX OUTSIDE TO OUTSIDE WIDTH MEASUREMENT 50 1/4"".  PURCHASING FOOTAGE SHALL BE 10,400 FT  +/- 10%. ARBOR SIZE 3"" MIN WITH A MINIMUM OF 2-1 1/2"" HOLES ON EITHER SIDE OF ARBOR HOLE.",9890.0,FT,Foot,1.3,12857.0,MA1100GA080000080,Critical materials Supply Arrangement,DOM1100MAX50483,07/10/2015,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
6594758,"INSERTS, PIPE, PVC",RC LN___ QTY DEL___ P/F___ B/O____ DEL DATE________,1.0,EA,Each,1960.0,1960.0,,material needed for CSE,PO220012122001616,12/20/2012,CCL7063550,CC LYNCH & ASSOC INC,PO BOX 836,,PASS CHRISTIAN,MS,39571-0836,US
28595,"Wiring Devices: Adapters, Caps, Connectors, Extens","TERMINATION, COLD SHRINK, 1000 MCM COMPACT CABLE, 15 KV,  OUTDOOR, FOR JACKETED CONCENTRIC NEUTRAL CABLE WITH AN INSULATION DIAMETER  OF 1.58 IN & A JACKET DIAMETER OF 2.00 IN  REPLACES STK# 00000000449 PER CARL NANCE - ECS 7/14/99  CHANGE MANUFACTURER FROM JOSLYN/FLAGG TO G&W ELECTRIC PER MIKE GAUB 06APR06  DBS",10.0,KIT,Kit,39.1,391.0,MA1100GA130000027,Generated by reorder 1/30/14 2:16 PM.,DOM1100MAX36939,01/31/2014,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
68050,"Guns, Stun (Nonlethal)","2000 each, TASER Simulation Air Cartridge Blue Model 44205, @ $21.95 each",0.0,,,0.0,43900.0,MA8700GS140000005,TASER Simulation Air Cartridge Blue Model  #44205,DO870015121705019,12/17/2015,TAS7137270,TASER INT'L,17800 N 85TH ST,,SCOTTSDALE,AZ,85255-6311,US
28586,"Transformers, Power Distribution (Incl. Fluid Fill","R17198, 4, 19515.",4.0,EA,Each,1973.0,7892.0,MA1100GA080000079,"POWER SUPPLY, GA080000079, ST. ELMO.",DO110010071926065,07/19/2010,VC0000100372,POWER SUPPLY INC,2003 RUTLAND DR,,AUSTIN,TX,78758-5412,US
20577,"Printers, Laser, Environmentally Certified",Quote-18102  DIR-SDD-1364  HP LJ CP6015X CLR 40PPM 12X18,1.0,EA,Each,4353.72,4353.72,MA5600NC130000006,#18102-Replacement for an existing shared printer,DO560013092422189,09/24/2013,CDW7127170,CDW GOVERNMENT INC,230 N MILWAUKEE AVENUE,,VERNON HILLS,IL,60061-9740,US
7450841,"EMULSIONS, ASPHALT",,68.477,GAL,Gallon,2.35,160.92,MA6200GA130000076,Ergon Asphalt and Emulsions/SS-1,DO620014100600700,10/06/2014,ERG8309949,ERGON ASPHALT & EMULSIONS INC,11612 FM 2244 BLDG 1 STE 250,,AUSTIN,TX,78738-5516,US
2077290,"TONER, CARTRIDGES, LASER PRINTERS, BRAND LISTED OR",XEROX SUPPLIES,0.0,,,0.0,4736.0,MA6300NA070000107,Xerox toner,DO630010041316944,04/14/2010,VS0000005818,READYDATA,"152 MADISON AVE, ROOM 606",,NEW YORK,NY,10016,US
7252762,"RADIOS, MOBILE, HIGH FREQUENCY, INCLUDING EXTENDED","Motorola quote scc71113b, part nos M30TSS9PW1 N, GA00244, GA00308, G806, G51, G361, G442, G444, G66, G89, W20, G831, G996, W947, GA00232, GA00579, G89,   GA01767, GA00580, PROMO, 0, W969, G625, GA00236",4.0,EA,Each,5767.23,23068.92,MA7400S011253,Motorola quote scc71113b,DO640013081419331,08/14/2013,MOT3322000,MOTOROLA SOLUTIONS INC,6500 RIVER PLACE BLVD BLDG #7,MD-RP-1A,AUSTIN,TX,78730,US
75070,Ready-Mix Concrete,Award of bid items 1.1 - 1.3; 1.5 - 1.6; 2.1 - 2.3;  and 2.5 - 2.6.    5600 Mapleleaf Dr. WO# 1695808 for 3 yrds of Class A,0.0,,,0.0,373.0,MA2200GA140000035,cold mix for NSC; WO# 1695808,DO220015092421097,09/24/2015,CEN1058000,CENTEX MATERIALS L L C,3019 Alvin DeVane Blvd Ste 100,,AUSTIN,TX,78741,US
06013,BRAKES,brake shoe spring kits,4.0,EA,Each,9.23,36.92,,"brake valve, brake shoes & spring kits",PO780010070107818,07/01/2010,DAN7112285,SAN ANTONIO BRAKE & CLUTCH,SVC INC,902 AVE B,SAN ANTONIO,TX,78215-1513,US
47577131002,"Convenience Bag?   GKR Industries, Inc.  For disposal of eme",,100.0,PK,Pack,9.96,996.0,MA9300GA080000033,medical supplies,DO930010010708268,01/07/2010,VS0000003328,Moore Medical LLC,1690 New Britain Ave,,Farmington,CT,06032,US
7452114,"ASPHALTIC CONCRETE, HOT MIX, IN ACCORDANCE WITH IT",,17.95,TON,Ton,56.0,1005.2,MA6200GA120000082,APAC Texas/ Hot Mix/ various sections,DO620015011206559,01/12/2015,VC0000102792,APAC-TEXAS INC,1 Chisholm Trail Ste 450,,Round Rock,TX,78681,US
2859553,"LUGS, COMPRESSION TYPE AND SOLDERING TYPE","LUG COMPRESSION, 4/0, NEMA, TWO HOLE, RATED FOR ALUMINUM, COPPER & ACSR.  TONGUE WIDTH TO BE NO GREATER THAN 1-3/4 IN, WITH 9/16 IN HOLES TO  ACCOMODATE 1/2 IN BOLTS  ON QUALIFIED PRODUCTS LIST EL-1545  PER NEW DCS STANDARD THIS ITEM WILL REPLACE 00000001365 CUT-OVER DATE IS  12/4/98.  00000001365 DOES NOT FIT CABLE PROPERLY. **PER GARY NOBLE 6/99**",100.0,EA,Each,2.7,270.0,MA1100GA080000080,Critical materials Supply Arrangement,DOM1100MAX42989,09/12/2014,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
26968415142,GLUCAGON,M077.1   GlucaGen Kit.  BEDFORD LABORATORIES NDC 55390-004-01,62.0,EA,Each,241.25,14957.5,MA9300GA120000098,medical supplies -emergency patient care for stock,DO930016050212290,05/02/2016,BOU8303524,BOUND TREE MEDICAL L L C,PO BOX 8023,,DUBLIN,OH,43016-2023,US
20072152029,SHIRT UNIFORM L/S APD NAVY SZ 17 X 33,,7.0,EA,Each,38.9,272.3,MA7400GA070000015,APD SHIRTS LADIES AND MENS,DO740011012709269,01/27/2011,FEC7153945,FECHHEIMER BROS CO,4545 MALSBARY RD,,CINCINNATI,OH,45242-9573,US
28580,Street Light Poles and Standards,"POLE, STREETLIGHT, ALUMINUM , 25 FOOT SHAFT LENGTH, 26 FOOT MOUNTING HEIGHT, ROUNDED, TAPERED SHAFT, ANCHOR BASE TYPE, WITH ALUMINUM POLE TOP CAP, WITH 8 FOOT MAST ARM, 2 INCH SLIP FITTER, HAND HOLE 4 INCHES X 8 INCHES INSIDE DIAMETER.  THE HAND HOLE WITH ALUMINUM HAND HOLE COVER(S) TO BE FURNISHED WITH TAMPER PROOF SCREW(S), AND GROUNDING LUG.  ANCHOR BASE PLATE TO HAVE 1-1/4 INCH SLOTTED HOLES TO PROVIDE A BOLT CIRCLE DIAMETER OF 11 INCHES.  HAND HOLE COVERS TO BE INSTALLED ON EACH POLE.  POLE TOP CAPS AND ALL OTHER HARDWARE SHALL BE PACKAGED INDIVIDUALLY FOR EACH POLE.  POLE SHALL BE IN ACCORDANCE WITH CITY OF AUSTIN DRAWING #1918-10 AND QPL #EL-871",24.0,EA,Each,651.5,15636.0,MA1100GA120000094,Generated by reorder 10/20/16 3:15 AM.,DOM1100MAX62082,10/28/2016,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
06044,FUEL SYSTEM,,0.0,,,0.0,557.98,,polaris oem fuel pump and carburator,PO780009122202349,12/22/2009,WOO5218250,WOODS FUN CENTER INC,11405 N IH-35,,AUSTIN,TX,78753-2802,US
34532480001,KITS FIRST AID NYLON BAG COMPLETE SMALL,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE_________,10.0,EA,Each,12.31,123.1,MA7400GC110000003,MATERIAL NEEDED AT WBSC,DO220012012607103,01/26/2012,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
40531,"Lubricants, Industrial Type",,0.0,,,0.0,160.18,MA2200GA070000142,bp gear lub,DO220010112905157,11/29/2010,ALL0141000,TEXAS ENTERPRISES INC,PO BOX 6116,,AUSTIN,TX,78762-6116,US
20012100004,CAP BASEBALL MESH COA,125 EA COA - BLUE AND WHITE  125 EA COA - GREEN AND WHITE    RC LN_____ QTY DEL_____ P/F____ B/O_____ DEL DATE_________,250.0,EA,Each,10.69,2672.5,,MATERIAL NEEDED AT WBSC,PO220013111400813,11/14/2013,VS0000032065,Sunbelt Supply LLC,3301 Sunrise,,Round Rock,TX,78665,US
28586,"Transformers, Power Distribution (Incl. Fluid Fill","AUTO17623, 13, 7027",1.0,EA,Each,2115.0,2115.0,MA1100GA080000080,"St. Elmo, GA080000080, Techline",DO110010041216820,04/12/2010,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
4309229,CARBON DIOXIDE (CO2) INDUSTRIAL GAS,CO2 Delivery - NOV 2018 - Ullrich WTP,0.0,,,0.0,15000.0,MA2200GA130000103,CARBON DIOXIDE (CO2) INDUSTRIAL GAS,DO220018111302989,11/13/2018,V00000914048,"Linde North America, Inc.",1 Greenwich St Suite 200,,Stewartsville,NJ,08886,US
7450841,"EMULSIONS, ASPHALT",,1124.854,GAL,Gallon,2.3,2587.16,MA6200NA090000173,Ergon Asphalt/ss-1 or HFRS-2P Emulsion,DO620012121905554,12/19/2012,ERG8309949,ERGON ASPHALT & EMULSIONS INC,11612 FM 2244 BLDG 1 STE 250,,AUSTIN,TX,78738-5516,US
6754045,"INSECTICIDES, DRY","BEE REMOVAL SR#466390 @904 SEROCCO, SZ MM 08/24/12",1.0,EA,Each,95.0,95.0,,"BEE REMOVAL,johnsonj",PO220012082906626,08/29/2012,VC0000101884,KINSER BEEKEEPING INC,11902 FITZHUGH RD,,AUSTIN,TX,78736,US
34564450004,"GLASSES SAFETY BLACK/GRAY FRAME SMOKE LENS, ANTI/FOG",RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,48.0,EA,Each,3.5,168.0,MA7400GC150000004,Grainger weekly material needed for Glen Bell warehouse,DO220017032708988,03/27/2017,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
20021,"CLOTHING: ATHLETIC, CASUAL, DRESS, UNIFORM, WEATHER AND WORK",Champion Style C81878ST  Size Large,144.0,PR,Pair,5.99,862.56,MA8300GA080000183,"Gym Shorts, Large & Xtra Large",DO830010080327436,08/03/2010,VS0000011560,MARTIN T FITCH,1304 CHARDONNAY CROSSING,,Leander,TX,78641,US
65933790002,COUPLING PVC SCH40 COMPRESSION 3/4 INCH,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,6.0,EA,Each,2.49,14.94,MA7400GC130000008,MSC in-house scan for Webberville warehouse,DO220016091519982,09/15/2016,MSC6003170,SID TOOL CO INC,121 Interpark Blvd Ste 1203,,SAN ANTONIO,TX,78216,US
2807589,"TIES, WIRE","TIES, PREFORMED FOR SINGLE PIN CONSTUCTION, FOR USE ON 55-4  CLASS INSULATOR.  On Qualified Products List EL210",100.0,EA,Each,5.7,570.0,MA1100GA170000053,critical materials supply arrangement (CMSA),DOM1100MAX71262,11/30/2017,TEX4799500,TEXAS ELECTRIC COOPERATIVES,1122 Colorado ST 24th Floor,,Austin,TX,78701,US
5407031,"POLES, CREOSOTE TREATED","POLES, WOOD, SOUTHERN YELLOW PINE, CREOSOTED, 40 FT, CLASS III.  On Qualified Products List EL327",40.0,EA,Each,341.35,13654.0,MA1100GA120000036,Creosote Treated Wood Poles,DOM1100MAX41397,07/21/2014,TEX4799500,TEXAS ELECTRIC COOPERATIVES,1122 Colorado ST 24th Floor,,Austin,TX,78701,US
69175,"Sprockets and Gears (Roller Chain, Engineering, Sp",5-tooth Sprocket UHMW-PE Sprocket    Part# NM78C5    NOT COUNCIL ITEM  The sprockets are attached to the paddle shaft and the gear reducer drive unit.  The chain connects to the sprockets allowing the gear drive unit energy to be transferred to the paddle shaft.    This is for the Davis Water Treatment Plant.,45.0,EA,Each,42.95,1932.75,,Sprocket,CT2200AW091023005,10/23/2009,VC0000100236,CAPITOL BEARING SERVICE,764C AIRPORT BLVD,,AUSTIN,TX,78702-4165,US
6590678,"ADAPTER, MALE (MIPT X SLIP ), PVC, SCHD. 40",,10.0,EA,Each,1.53,15.3,,Brass and Copper Fittings,PO220016022301869,02/23/2016,FER1841250,FERGUSON ENTERPRISES INC,FERGUSON PLUMBING & INDUSTRIAL PIPING,504 INDUSTRIAL BLVD.,AUSTIN,TX,78745,US
2695657,MAGNESIUM HYDROXIDE,,0.0,,,0.0,8307.6,MA2200GA130000091,mag,DO220014082519386,08/25/2014,PRE8302995,PREMIER MAGNESIA LLC,20108 CR 186,,FLINT,TX,75762,US
